"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"137","Xero Shoes HFS Lightweight Barefoot Inspired","A good amount of space for my toes.","Andrew","A positive is that there’s plenty of space for my toes in the toe box area. The negative is that there is discomfort/pressure on the top of my left foot, at the top part of the tongue area, that I believe indicates a lack of space for my left foots relatively high instep.","Reviewed in the United States on 13 March 2023","5.0 out of 5 stars","Verified Purchase"
"138","Xero Shoes HFS Lightweight Barefoot Inspired","Comfortable and lightweight","Donna J. Fonseca","My husband is obsessed with them.  Material, support are all a 10 out of 10","Reviewed in the United States on 12 October 2023","4.0 out of 5 stars","Verified Purchase"
"139","Xero Shoes HFS Lightweight Barefoot Inspired","Did exactly what I wanted them to do.","Useless","I use them for weightlifting, and occasionally just to walk around in when I go to town. Great shoes, very flat, almost no cushioning, you can feel the ground under your feet. I really like them and they fit well.","Reviewed in the United States on 14 August 2023","5.0 out of 5 stars","Verified Purchase"
"140","Xero Shoes HFS Lightweight Barefoot Inspired","Comfortable as ""bare foot"" shoes","El Kabong","I have purchased 2 Xero Men's HFS Running Shoes - Zero Drop and I have been very happy and comfortable wearing them. I've successfully walked and run with them when I visited Philippines for a month and have gotten used to the ""bare foot"" concept. Although I'm still comfortable wearing my Adidas running shoes, I found myself to be wearing my bare foot shoes more often now as I really find them much lighter, comfortable (for bare foot shoes) and lighter/easier to pack on day or extended trips. I've only been wearing them for the last 2 months or so, so long term I would still need to see how they stand up.","Reviewed in the United States on 17 February 2023","5.0 out of 5 stars","Verified Purchase"
"141","Xero Shoes HFS Lightweight Barefoot Inspired","Worth the price","Grant Butler","I've purchased three different types of barefoot shoes off Amazon. The three I got were in the $40 or less price bracket. They did the job, but weren't great. I was concerned about paying this much money on a shoe and stayed away for a few years cause I felt they may not be worth it. I wish I would have bought them sooner. There is a massive difference in the fit, comfort and maneuverability of this shoe compared to the more affordable ones. Also, I appreciate that they are suitable for work and match my wardrobe. Many barefoot shoes look odd or flashy so they don't always blend across multiple looks. I can not attest to the durability over time yet, but these are the most comfortable and versatile barefoot shoes that I've ever worn.","Reviewed in the United States on 30 November 2022","4.5 out of 5 stars","Verified Purchase"
"142","Xero Shoes HFS Lightweight Barefoot Inspired","Wears out in six months","whatohwhat","Sigh, it's time again. I got this pair beginning of July this year. My 4th or 5th HFS pair counting direct from Xero website. And one Daylight Fusion I think it was.Here is key take away. They consistently wear out in about six months. These are definitely for show only. [Edit] [I'm] Not walking over nails or molten metal. Quality has been average, not high end or premium, considering the high cost. When you take into account that all they do is remove all extraneous stuff, the profit margin must be massive versus a USA made New Balance for example.Either you wear out the sole in front or edge breaks/glue comes loose. Same as normal sneakers just these are thinner, so the normal wear makes them useless faster.It really feels bad to buy such throw away/disposable items. But, my feet love them.Wish the massive markup went to better materials but it's literally same as sneakers. I would replace my expensive NB every year, these are every six months.","Reviewed in the United States on 29 November 2022","5.0 out of 5 stars","Verified Purchase"
"143","Xero Shoes HFS Lightweight Barefoot Inspired","A Perfect Run demands Perfect shoes","Adrian Wolf","The media could not be loaded.
                
            
                
            
            
        
    
    
I immediately loved the quality of the materials used and the overall design. They are very comfortable and I my feet feel very connected to the floor surface. I can finally replace my old narrow running shoes and let my feet “breath”While running.","Reviewed in the United States on 22 August 2023","3.0 out of 5 stars","Verified Purchase"
"144","Xero Shoes HFS Lightweight Barefoot Inspired","Excellent Barefoot Shoes!!","Scott Thompson","I fast walk 8-10 miles daily and barefoot shoes have always worked best for me. I’ve tried several different brands, but the Xero barefoot shoes are by far the BEST!! The only issue I experienced was the insoles working their way out after about 1 mile. I added a few drops of glue to the bottoms of the insoles and problem went away.","Reviewed in the United States on 24 June 2023","5.0 out of 5 stars","Verified Purchase"
"145","Xero Shoes HFS Lightweight Barefoot Inspired","Game changer.","Christopher","Life changing shoes. Wore them on my 2 days off per week, for the first 6 weeks. Went on vacation wore them all day every day including hiking and kayaking. I now wear them every day and added a second pair. DYOR, but I'd recommend these to anyone.","Reviewed in the United States on 31 July 2023","5.0 out of 5 stars","Verified Purchase"
"146","Xero Shoes HFS Lightweight Barefoot Inspired","things you should know","Honest customer","Pros - these shoes are lightweight breathable and allow your feet to move naturally with no constriction making them very comfortable once your used to themCons - finding the correct size can be tricky as im normally a a size 10-10.5 but in these im an 11... coming from standard shoes these hurt like hell as it takes time for your feet to adapt to life without cushion and support, your feet muscles are week you feel every rock and it hurts but if you push threw your feet will adapt and spread out as they should. these shoes are kinda durable but not really if that helps and here is the biggest Con or Pro depending on how you look at it - once my feet got adapted to this style of wide toe box naturalistic type shoe i can no longer put my feet in any standard shoe without them hurting my toes due to lack of room.. i would actually have to go threw a break in period to wear regular type shoes again not that i want to .. oh yeah go check out Lems shoes cause they make better designs and are built better..","Reviewed in the United States on 16 June 2022","5.0 out of 5 stars","Verified Purchase"
"147","Xero Shoes HFS Lightweight Barefoot Inspired","Excellent shoes and exactly what i wanted","Michael","Tip:  For Xero shoes, at least for the ones i bought, Men's HFS Running Shoes order 1/2 size larger than the normal athletic shoes you wear.So far I have no complaints at all, I ordered 1/2 size larger and it fit perfect, very lightweight and comfortable.In the review option it had 'working out', 'comfort' and 'support'.  I only put 3 stars for support because that is confusing in this context, as these are minimalist/barefoot shoes and the shoe 'support' is minimal, but that doesn't mean it is bad, it is exactly what I wanted.My ONLY issue is on certain surfaces like tile if you drag your foot across the floor, it makes a very LOUD squeaking sound and can be a little annoying at times.  Solution:  lift my feet more :P","Reviewed in the United States on 11 August 2022","3.0 out of 5 stars","Verified Purchase"
"148","Xero Shoes HFS Lightweight Barefoot Inspired","Amazing","OmystarsFL","It took me three tries to get the right size (buy a smaller size than you usually buy), but now that I've had them a few weeks I can definitely say they're incredible.  I could not get past 1.5 MILES running, with my New Balance, without my legs having some sort of pulled or strained muscle.  Now, I can run further every time I go out.","Reviewed in the United States on 9 June 2023","5.0 out of 5 stars","Verified Purchase"
"149","Xero Shoes HFS Lightweight Barefoot Inspired","Light thin soled, breathable! Sim driver perspective!","Regular Guy","I bought these for a sim racing shoe. Water shoes felt to soft in the sole, loose fitting, substandard build quality and material. Puma speedcats and similar are too narrow footed and uncomfortable only tested in store. Sparco race shoes have the same issue being way to narrow at the toes. Also who wants to wear a full race spec shoe in their bed room. The Xero HRS fit the bill for what I was looking for. Very light and breathable, good build quality so far, excellent feel through the sole for what your feet are touching. And the wide foot toe space is amazing while still holding a smaller profile than a typical shoe. I am sure they a great for many purposes, I want a pair to exercise/lift in as well.","Reviewed in the United States on 10 September 2022","5.0 out of 5 stars","Verified Purchase"
"150","Xero Shoes HFS Lightweight Barefoot Inspired","Awesome shoe, Ordered 1/2 size up","William from Memphis","I ordered 1/2 up per the Xero Shoes website. I already own a bunch of Xeroes in different styles but these are already my favorite road runner. They provide some lateral support compared with the Speedforce or Merrell TG. I also own the Xero 360s for circuit training, cross training. I removed the sock liner in these for a better ground feel, but I do wear no-show socks with them. There’s a nice wide toe box without looking like a toddler’s shoe. My narrow heels remain secured and the whole shoe flexes with my foot when running or doing more extreme movements like stretching and yoga. I’m going to put a lot of miles on these.I wear a 9 in most shoes. I ordered the HFS in a 9.5.","Reviewed in the United States on 20 October 2022","5.0 out of 5 stars","Verified Purchase"
"151","ROCKPORT Chranson Brown Black 10 5",NA,"David","Quality at a great price. Perfect as my everyday work shoe.","Reviewed in Australia on 23 July 2023","4.2 out of 5 stars","Verified Purchase"
"152","ROCKPORT Chranson Brown Black 10 5",NA,"Glyn","Great fit. Very light shoes. Really good for walking.","Reviewed in Australia on 16 August 2020","5.0 out of 5 stars","Verified Purchase"
"153","ROCKPORT Chranson Brown Black 10 5",NA,"Dan Murdock","Great comfortable shoe","Reviewed in Australia on 4 December 2019","3.0 out of 5 stars","Verified Purchase"
"154","ROCKPORT Chranson Brown Black 10 5",NA,"Richard Tylka","Size and fit where not how I expected.","Reviewed in Australia on 22 August 2018","5.0 out of 5 stars","Verified Purchase"
"155","ROCKPORT Chranson Brown Black 10 5",NA,"roy tasker","Very tight fit and very uncomfortable. Returned.","Reviewed in Australia on 2 August 2018","5.0 out of 5 stars","Verified Purchase"
"156","ROCKPORT Chranson Brown Black 10 5",NA,"Robert Lee","Very comfortable shoe ROCKPORT Men's Charnson Casual Walking Shoe.  Good fit has a wide fit","Reviewed in Australia on 22 October 2018","5.0 out of 5 stars","Verified Purchase"
"157","ROCKPORT Chranson Brown Black 10 5",NA,"Ray Chambers","Suitable, good","Reviewed in Australia on 5 October 2018","1.0 out of 5 stars","Verified Purchase"
"158","ROCKPORT Chranson Brown Black 10 5",NA,"Amazon Customer","Great for daily wear","Reviewed in Australia on 29 September 2022","1.0 out of 5 stars","Verified Purchase"
"159","ROCKPORT Chranson Brown Black 10 5",NA,"AILI J.","Very light weight and comfortable","Reviewed in Australia on 28 October 2021","5.0 out of 5 stars","Verified Purchase"
"160","ROCKPORT Chranson Brown Black 10 5",NA,"Iaing","I dont know if Amazon is selling knock offs or what, but I have never had a rockport fit so bad. The shoes feels cheep and plastic.","Reviewed in Australia on 14 December 2022","5.0 out of 5 stars","Verified Purchase"
"161","ROCKPORT Chranson Brown Black 10 5","excelente sin quejas","David","Zapatos muy comodos de excelente calidad puedo caminar todo el dia sin cansanrme con ellos y me quedaron perfectamente !","Reviewed in Australia on 23 July 2023","4.2 out of 5 stars","Verified Purchase"
"162","ROCKPORT Chranson Brown Black 10 5","A jolly good pair of shoes.","Glyn","Fit my plates like a glove. Top class. Spiffing.","Reviewed in Australia on 16 August 2020","5.0 out of 5 stars","Verified Purchase"
"163","ROCKPORT Chranson Brown Black 10 5","Experiencia","Cliente de Amazon","El producto cumple con las siguientes características: comodidad, color, estilo, calidad de materiales.El envío fue rápido, la presentación en la que venían fue excelente. Sin duda es un artículo que debes comprar sin dudarlo.","Reviewed in Mexico on 24 January 2018","3.0 out of 5 stars","Verified Purchase"
"164","ROCKPORT Chranson Brown Black 10 5","Bought with no regrets","Amazon Customer","Fit very well & light weight.  Look sporty & suitable for work wear.  All day comfort & easy to maintain outer shoe material.  Wearing with delight everyday.  Non-slip under sole works 90% of the time on different surfaces.  Hope price can be adjusted closer to $100.","Reviewed in the United Kingdom on 27 January 2024","5.0 out of 5 stars","Verified Purchase"
"165","ROCKPORT Chranson Brown Black 10 5","¡Buena compra!","Georg Avila","Primera vez que compro esta marca y modelo. Después de usarlos la primer semana debo decir que fueron una agradable sorpresa por lo cómodos y lo bien que se ven. La talla ajusta perfecto. Lo único que puedo decir es que el envío se demoró un par de días mas por el trámite de la aduana mexicana. Si bien hay restricciones para importar calzado, tenemos derecho a comprar un par para uso personal a través de este portal establecido en México. Recomendado modelo si crees que es tu estilo.","Reviewed in Mexico on 3 March 2020","5.0 out of 5 stars","Verified Purchase"
"166","ROCKPORT Chranson Brown Black 10 5","opinion","David Lee","Unfortunately, the shoe was too small.The service was quick and excellent.","Reviewed in Singapore on 9 February 2023","5.0 out of 5 stars","Verified Purchase"
"167","ROCKPORT Chranson Brown Black 10 5","Espadrille confortable!","Cesar R.","Je les aimes car il pourrait être porté avec 1 pantalon propre car il on l'air plus 1 soulier propre qu'un espadrille!","Reviewed in Mexico on 21 July 2017","5.0 out of 5 stars","Verified Purchase"
"168","ROCKPORT Chranson Brown Black 10 5","Cómodas y con la horma ancha","Gombkoto Lajos","Las compré buscando zapatos de mi número con la horma ancha. Por suerte muy bien de tamaño y muy cómodas desde el primer momento. Desconozco la evolución y como se comportarán con el día a día, pero por ahora geniales recién estrenadas.","Reviewed in Germany on 14 April 2023","5.0 out of 5 stars","Verified Purchase"
"169","ROCKPORT Chranson Brown Black 10 5","Bra sko från bra firma","Manon Charette","Den är något smalare än jag trodde. Känner redan nu hur väl den passar dock. Men någon som vet med sig att ha bara strax över genomsnitts-breda fötter bör nog fundera på att välja den bredare varianten och om möjligt mäta sida fötter före beställning. (Jag ska göra detta inför fortsatta skoköp online.)","Reviewed in Canada on 2 January 2024","5.0 out of 5 stars","Verified Purchase"
"170","ROCKPORT Chranson Brown Black 10 5","Rockport déception","Daniel","Chaussure de marche, confiant dans la marque, moi qui marche peu, achetées en mai défoncées en septembre trop déçu...","Reviewed in Spain on 4 November 2023","5.0 out of 5 stars","Verified Purchase"
"171","ROCKPORT Chranson Brown Black 10 5","Rockport recomendo","David","Rockport vale o preço, sao muito confortaveis","Reviewed in Australia on 23 July 2023","4.2 out of 5 stars","Verified Purchase"
"172","ROCKPORT Chranson Brown Black 10 5","excelente calida","Glyn","es primera vez que uso la marca y la verdad me gusto bastante, son muy cómodos y ligeros, la calidad de manufactura es muy buena. Estoy satisfecho con la compra.","Reviewed in Australia on 16 August 2020","5.0 out of 5 stars","Verified Purchase"
"173","ROCKPORT Chranson Brown Black 10 5","ZAPATO CÓMODO","Jose Carvalho","Es un zapato ligero y muy cómodo para caminar que no maltrata el pie. Su único inconveniente es el agua, si se moja (por lluvia o por pasar por charcos) debe dejarlo al menos 3 días al sol para que se oree de otra forma adquiere un olor no muy agradable. De ahí en fuera es un excelente zapato.","Reviewed in Spain on 19 November 2023","3.0 out of 5 stars","Verified Purchase"
"174","ROCKPORT Chranson Brown Black 10 5","Excelentes zapatos","Cliente de Amazon","El tiempo de entrega fue menor al indicado. Los zapatos super cómodos y me quedaron super bien. Escogi esta marca por durable, pues en el pasado  así ha sido. Confío que serán iguales estos zapatos.","Reviewed in Mexico on 1 January 2021","5.0 out of 5 stars","Verified Purchase"
"175","ROCKPORT Chranson Brown Black 10 5","Very comfortable","Cliente de Amazon","I use these for dog walking , approx 6 miles a day. They are true to size fit , supportive over rough ground and water tight so far. Good value and well constructed walking shoe . Would recommend you purchase with confidence.","Reviewed in Mexico on 1 March 2024","5.0 out of 5 stars","Verified Purchase"
"176","ROCKPORT Chranson Brown Black 10 5","Gostei","Cliente de Amazon","Sapatos super confortáveis","Reviewed in Mexico on 15 March 2017","5.0 out of 5 stars","Verified Purchase"
"177","ROCKPORT Chranson Brown Black 10 5","Muy cómodos","Allan B.","Excelentes zapatos, con la calidad de siempre de rockport","Reviewed in the United Kingdom on 13 August 2023","5.0 out of 5 stars","Verified Purchase"
"178","ROCKPORT Chranson Brown Black 10 5","Looks good and also a good work shoe.","Dina Silva","Wore this as a letter carrier but had to stop because they looked so good I wanted to wear them after work. Bought a second pair in case the world ends and I’ll have to walk everywhere. Very comfortable, sturdy, and durable.","Reviewed in Spain on 23 November 2023","5.0 out of 5 stars","Verified Purchase"
"179","ROCKPORT Chranson Brown Black 10 5","Muy cómodos y espero que sean muy durables","Arturo Raig Guerrero","Gran comodidad y la punta vulcanizada infiero que obedece a qué en el modelo anterior se rompió la piel en ese punto del zapato","Reviewed in Mexico on 24 September 2019","5.0 out of 5 stars","Verified Purchase"
"180","ROCKPORT Chranson Brown Black 10 5","Muy cómodos","Peter C. Mead","El acabado no me gustó mucho porque es tipo gamuza, pero por lo demás muy buen producto y muy cómodos. En México uso talla 27 y compré talla 9 M US y me quedó muy bien","Reviewed in the United States on 23 February 2024","5.0 out of 5 stars","Verified Purchase"
"181","ROCKPORT Chranson Brown Black 10 5","Great quality","David","These are my husband's 3ird pair. These shoes are gorgeous, comfortable, and last about a year and a half when worn on a daily basis.","Reviewed in Australia on 23 July 2023","4.2 out of 5 stars","Verified Purchase"
"182","ROCKPORT Chranson Brown Black 10 5","La Calidad deja mucho que desear","Glyn","La calidad no es la esperada para  un zapato Rockport de 60 dolares","Reviewed in Australia on 16 August 2020","5.0 out of 5 stars","Verified Purchase"
"183","ROCKPORT Chranson Brown Black 10 5","Cómodos pero informales.","Carol Houle","El modelo es un poco informal ya que parecen tenis, sin embargo lucen modernos.Muy cómodos como todos los de esta marca","Reviewed in Canada on 14 October 2023","3.0 out of 5 stars","Verified Purchase"
"184","ROCKPORT Chranson Brown Black 10 5","Nice & casual","JG ARAGON","Lite in weight, Robust in manufacture,  good all round shoe","Reviewed in Mexico on 29 October 2021","5.0 out of 5 stars","Verified Purchase"
"185","ROCKPORT Chranson Brown Black 10 5","Buena calidad","Gloria Avalos","Buen zapato y con material de calidad. Falta la prueba en campo para ver la durabilidad y la comodidad","Reviewed in Mexico on 10 September 2022","3.0 out of 5 stars","Verified Purchase"
"186","ROCKPORT Chranson Brown Black 10 5","Way too costly for what you’re getting. Probably costs $10 or less for them to produce.","Mark","Unfortunately these shoes not only for a tad on the small side, they’re very uncomfortable with limited cushion in the sole and hard along the toe line. You’ll need to wear thick socks or limit your use to max 2 hours of walking around or deal with the pain afterwards. Not a quality product. Should be sold at $39 max! I","Reviewed in the United Kingdom on 16 June 2023","4.0 out of 5 stars","Verified Purchase"
"187","ROCKPORT Chranson Brown Black 10 5","Good value","Cliente Amazon","Rockport shoes have always been well made. I have an older pair that are still wearable and in good condition after 20 years.  This pair is not as cushioned at the heel as I would like, but they are comfortable enough for my typical three mile daily walk.","Reviewed in Spain on 16 September 2023","4.0 out of 5 stars","Verified Purchase"
"188","ROCKPORT Chranson Brown Black 10 5","No me gusta su apariencia ni su comodidad","Paul Barbiero","Un poco demasiado duros y parecen de cartón no de piel; más angostos de la punta y eso hace que no los sienta cómodos.Quizás es un problema mío solamente .","Reviewed in Canada on 13 August 2020","4.0 out of 5 stars","Verified Purchase"
"189","ROCKPORT Chranson Brown Black 10 5","Utilidad","Sennafan","Uso personal","Reviewed in the United States on 3 January 2024","4.0 out of 5 stars","Verified Purchase"
"190","ROCKPORT Chranson Brown Black 10 5","great fit,  comfortable and wear all day.","AJMA","i really like the fit and quality of this shoe.  i prefer this style to sneakers for a change.  they look nice with shorts or long pants.","Reviewed in Mexico on 30 October 2021","4.0 out of 5 stars","Verified Purchase"
"191","ROCKPORT Chranson Brown Black 10 5","Most comfortable","David","At 81, my feet play up a bit - but these shoes are perfect and very comfortable! Only one problem - the sizing seems ‘off’ and I had to buy a size bigger than I normally have. Other than that, they’re great!","Reviewed in Australia on 23 July 2023","4.2 out of 5 stars","Verified Purchase"
"192","ROCKPORT Chranson Brown Black 10 5","Nice looking and comfortable","Glyn","These shows look nice and are great for walking. Better looking than a sneaker but just as comfy. Got to take on vacation for day and night use. Rockports are a great brand.","Reviewed in Australia on 16 August 2020","5.0 out of 5 stars","Verified Purchase"
"193","ROCKPORT Chranson Brown Black 10 5","Bom","Terence Watts","Boa qualidade","Reviewed in the United Kingdom on 23 January 2023","3.0 out of 5 stars","Verified Purchase"
"194","ROCKPORT Chranson Brown Black 10 5","Catch these on sale and you will have a deal in your cart.","Louise Taylor","Positives: I got the issues specifically for walking as an exercise, I had injured my Achilles tendon earlier in the year and after consultation with the podiatrist I was advised to get a sturdy shoe for walking. Oddly enough there was no preference given to shoes that were marketed as orthopedic additionally there wasn't any clear brand recommended.This particular shoe by Rockport seemed to meet many of the qualifications. After wearing them I found the following, very sturdy in the ankle, good shock absorption at the heel build into the shoe itself, good shock absorption build into the shoe itself at the forefoot region, external soul stiff and durable, the Shank into the shoe Is solid. And these recommendations matched what I was told by my podiatrist.Negatives: these shoes are a little heavy but that is stated on the website and in advertising. The shoe collar Is too high on both internal and external portions of the shoe and for me it gets uncomfortable I am hoping that this will improve in time. The biggest disappointment is the use of a poor insert from the factory it is flimsy and not significantly padded. It offers no additional arch support that I can feel and it has no shank reinforcement additionally it has no discernible heel cup therefore I removed mine. The shoelaces although they are quite hefty they're not the best at holding a knot.I probably have about 40 miles on these at this point and After removing the factory inserts and replacing them with some Powerstep inserts I'm pretty satisfied.In terms of fit I bought an entire size larger than my normal size secondary to an anticipation to add an additional insert, I wear padded socks and I think my foot is grown. My toes feel great in these shoes and the heel cup is superior to most of my shoes the stability and support excel and that is exactly what I was looking for.I would suggest that everybody in America look for a pair of good walking shoes, it seems that our economy is going to be crushed and I don't know where we'll be able to walk to but it will be nice to have that ability and with these Rockports at least you'll have a chance","Reviewed in Canada on 10 August 2023","5.0 out of 5 stars","Verified Purchase"
"195","ROCKPORT Chranson Brown Black 10 5","Bonitos, baratos y medio buenos.","helio furtado","Por el precio, son un buen tenis de vestir, desafortunadamente están muy anchos de la parte frontal por lo que el pié tiene mucho juego. Por otro lado hay un punto que rosa con el meñique del pie por lo que una caminada de 1 hora es suficiente para crear molestia. Puede que solo sea mi caso.El resto está bien, lucen bien, se ven de calidad, ya caminé con ellos en nieve y no me mojé el pie; aguantaron muy bien la intemperie.","Reviewed in Spain on 29 October 2023","5.0 out of 5 stars","Verified Purchase"
"196","ROCKPORT Chranson Brown Black 10 5","Excellent shoes","E Bay Play","Very comfortable light hiking shoes!","Reviewed in the United States on 21 July 2023","5.0 out of 5 stars","Verified Purchase"
"197","ROCKPORT Chranson Brown Black 10 5","Great Shoes","Carlos Aguirre","Nothing","Reviewed in Mexico on 18 December 2022","3.0 out of 5 stars","Verified Purchase"
"198","ROCKPORT Chranson Brown Black 10 5","buen par de calzado","D","Me gusto mucho este calzado ya que es ligero, como y a buen precio los recomiendo para uso diario en largas caminatas","Reviewed in Canada on 7 August 2023","3.0 out of 5 stars","Verified Purchase"
"199","ROCKPORT Chranson Brown Black 10 5","Nice looking comfortable shoe","BILL ASTIL","My husband likes these shoes. He says they are very comfortable and I say that they look nice and are an upgrade for an everyday shoe. True Rockport quality.","Reviewed in the United Kingdom on 23 November 2023","5.0 out of 5 stars","Verified Purchase"
"200","ROCKPORT Chranson Brown Black 10 5","Poor quality","Antonio Escareno","Tear within 3 months! Only worn twice a week in an office environment and there is already a tear. Disappointed with the quality for the price. Previous shoes have lasted years.","Reviewed in Mexico on 22 February 2018","5.0 out of 5 stars","Verified Purchase"
"201","Salomon Mens PRO GTX Black",NA,"Blue","Great shoe. First time trying the low cut. Love it","Reviewed in Australia on 1 January 2020","4.5 out of 5 stars","Verified Purchase"
"202","Salomon Mens PRO GTX Black",NA,"Bigtone","Comfortable walking and general use","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars","Verified Purchase"
"203","Salomon Mens PRO GTX Black",NA,"julien reid","Excellent quality, the shoes can't be better for its intended purpose.Great price and speedy delivery from Amazon as always.  Highly recommended!","Reviewed in Australia on 24 May 2021","3.0 out of 5 stars","Verified Purchase"
"204","Salomon Mens PRO GTX Black",NA,"Benjamin Bayly","Very comfortable shoes and durable, suitable for intermediate hiking or just trail running.","Reviewed in Australia on 30 August 2021","5.0 out of 5 stars","Verified Purchase"
"205","Salomon Mens PRO GTX Black",NA,"Kinson Cheng","Great grip, comfort and it is waterproof. Good for running and hiking","Reviewed in Australia on 4 January 2020","5.0 out of 5 stars","Verified Purchase"
"206","Salomon Mens PRO GTX Black",NA,"Sokan Chhoun","I use the XA shoes for walking/hiking. Salomon is my brand of choice.","Reviewed in Australia on 19 July 2020","5.0 out of 5 stars","Verified Purchase"
"207","Salomon Mens PRO GTX Black",NA,"Andrew","Fast shipping and great quality product","Reviewed in Australia on 7 July 2020","5.0 out of 5 stars","Verified Purchase"
"208","Salomon Mens PRO GTX Black",NA,"Dalek13","Amazing product","Reviewed in Australia on 24 August 2019","5.0 out of 5 stars","Verified Purchase"
"209","Salomon Mens PRO GTX Black",NA,"km","Buy these every 5 years","Reviewed in Australia on 29 December 2019","5.0 out of 5 stars","Verified Purchase"
"210","Salomon Mens PRO GTX Black",NA,"Valdir Augusto Hernandes Junior","Feet feel exceptionally supported","Reviewed in Australia on 23 March 2020","5.0 out of 5 stars","Verified Purchase"
"211","Salomon Mens PRO GTX Black",NA,"Blue","Really good shoe, will buy from this manufacturer again","Reviewed in Australia on 1 January 2020","4.5 out of 5 stars","Verified Purchase"
"212","Salomon Mens PRO GTX Black",NA,"Bigtone","usually a Uk 10 but wearing a Uk10.5","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars","Verified Purchase"
"213","Salomon Mens PRO GTX Black",NA,"Jack","all excellent. 100% recommend","Reviewed in Australia on 14 October 2018","3.0 out of 5 stars","Verified Purchase"
"214","Salomon Mens PRO GTX Black",NA,"Mark Strickland","Good value, timely delivery","Reviewed in Australia on 6 September 2018","5.0 out of 5 stars","Verified Purchase"
"215","Salomon Mens PRO GTX Black",NA,"Colo","I like the support they give when running and walking on rough ground. The soles also are able to resist and spread the load when putting my feet on sharp rocks. They are also very comfortable.","Reviewed in Australia on 16 December 2018","5.0 out of 5 stars","Verified Purchase"
"216","Salomon Mens PRO GTX Black",NA,"Clyde Merrylees","Very weird sizes. Should've been easy too large and fits perfectly insteadWish I could use them at work as well","Reviewed in Australia on 4 October 2018","5.0 out of 5 stars","Verified Purchase"
"217","Salomon Mens PRO GTX Black",NA,"Vicki Riley","Great Grip, Fit and Comfort. Gore-tzex keeps my feet warm and dry  in winter and cool in summer.Seriously good shoes. About my 10th pair.","Reviewed in Australia on 25 August 2019","5.0 out of 5 stars","Verified Purchase"
"218","Salomon Mens PRO GTX Black",NA,"Isaia","I have a problem with my feet burning after standing for 1 minute I can be in these all day with no pain","Reviewed in Australia on 18 November 2019","5.0 out of 5 stars","Verified Purchase"
"219","Salomon Mens PRO GTX Black",NA,"Andrew Edwards","Very comfortable. I wear them for bush walk and cycling.","Reviewed in Australia on 29 August 2019","5.0 out of 5 stars",NA
"220","Salomon Mens PRO GTX Black",NA,"stuart mclean","Cool product and value.","Reviewed in Australia on 20 June 2022","5.0 out of 5 stars",NA
"221","Salomon Mens PRO GTX Black","Great shoes","Blue","They were really stiff for running shoes but with a little break in period probably 3 days for several hours per day they became the best I have ever owned. I was really worried about them as they were making my feet really sore in the ball the arch but I thought let's keep trying and then I got broken in and the sole is stiff so I don't feel every rock but I do feel the terrain I am really pleased with the feel and fit and finish. I would recommend them if you have to the time and patience to break them in, if not I would surely pass, the reviews that talked about the toe box being a little tight well I would say that you haven't seated your heel correctly in the heel cup. I have wide feet and usually wear Keen or New Balance, I was worried about the toe box but after several weeks of runs, I can say that is a non-discussion point. Overall excellent shoes for the job at hand, trail running.","Reviewed in Australia on 1 January 2020","4.5 out of 5 stars","Verified Purchase"
"222","Salomon Mens PRO GTX Black","Me gustaron","Bigtone","Aunque es calzado para dama, me quedaron bien, me agradaron ahora ver cuánto tiempo duran o que tan resistentes son","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars","Verified Purchase"
"223","Salomon Mens PRO GTX Black","Five Stars","Ron","Awesome product. Built quality and comfort is mind blowing.","Reviewed in Canada on 4 March 2019","3.0 out of 5 stars","Verified Purchase"
"224","Salomon Mens PRO GTX Black","Nice","Marco Tepox","Very nice","Reviewed in Mexico on 23 February 2024","5.0 out of 5 stars","Verified Purchase"
"225","Salomon Mens PRO GTX Black","Sköna skor för fritid","Diptendu Das","Storleken passar perfekt,  detta är inte mina första skor från salomon så samma storlek sen tidigare, håller ca tre år om de används just vandrin å promenader","Reviewed in India on 7 March 2018","5.0 out of 5 stars","Verified Purchase"
