"","category","name","reviewer","review","date","ratings"
"47","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Amazon Customer","







  
  
    I was pleased to find 1/2 sizes and Ordered my standard 4 1/2 with the confidence they would fit perfectly but they are too big and are also a wide fitting which isn’t mentioned at all in the description. The sole isn’t as wide as the fabric of the slipper so that overhangs and sits on the floor, so i imagine will quickly wear. The back is not high enough to reach the part of your heel that holds the thing onto your foot, so it slops off when you walk and i suspect would do so even if they fit well. My existing slippers only have half a sole left, so are slightly more dangerous than these, so I'm keeping these to wear until I can go buy some that fit. I’m also not paying £4 plus to send them back when in my opinion the sizing isn’t accurate, plus, they should have been advertised as wide fitting which would have meant I wouldn’t have entertained them in the first place. In the interest of fairness i can say that the inside memory foam is soft and comfortable and the stitching is a reasonable quality.
  
","Reviewed in the United Kingdom on 9 October 2023","Next page"
"48","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Richard Liversidge","







  
  
    I thought these slippers were a bit expensive, but money well spent! I have arthritis in my feet and most slippers either don’t give enough support or the soles are too stiff which makes my feet ache… these are perfect!  Soft and comfortable, memory foam inside and plenty of arch support, but really warm and cosy too. The purple ones also look great (not at all ‘old people slippers’!), so well worth the money in my view.
  
","Reviewed in the United Kingdom on 7 January 2024","4.5 out of 5 stars"
"49","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Amazon Customer","







  
  
    Very comfortable, true to size. Like the fact that they can be washed. Don’t make my feet too hot. In general love them!
  
","Reviewed in Canada on 29 February 2024","Previous page"
"50","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","unknown","







  
  
    I live in a 100 year old home in the Midwest and the floors get COLD!  I do not like slippers since I find them cumbersome but our recent cold snap has changed my mind!These slippers are light but very sturdy.  They are easy to slip into and stay securely on my feet.  I have a house with stairs everywhere and I was concerned that the memory foam might be too thick and make slippers difficult to walk in but that is not the case.  The rubber sole is nice and secure on hardwood floors.  I was also concerned that the ""fuzzy"" outside of the slippers would pickup lint and anything that was on the floor and they don't.Another nice thing is that each slipper has a small logo on the outside so you can tell which foot is which!I have not tried washing yet but these slippers seem very well made so I don't anticipate an issue.I will definitely purchase again!
  
","Reviewed in the United States on 21 January 2024","4.2 out of 5 stars"
"51","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","VeraCosy Women's Fuzzy Teddy Curly Fur Memory Foam Slippers","







  
  
    I usually take a size 7 and these size 7 fit well. Very cushioned sole for comfort. The material is fluffy on the outsize but fleecey on the inside so extremely warm. The high back means they don't fall off easily. Rubber sole fro grip means I am not constantly nearly launching myself down the stairs each time I go up or down! Good value for money.
  
","Reviewed in the United Kingdom on 24 January 2024","4.5 out of 5 stars"
"52","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Amazon Customer","







  
  
    These are the best slippers money can buy.  I’ve had these for over5 years now I get them as Xmas presents. They are really well made, don’t trip you up and stay snug on your feet.  They are warm, smart and very durable. I highly recommend them and they are very comfortable.
  
","Reviewed in the United Kingdom on 31 January 2024","Previous page"
"53","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Amazon Customer","







  
  
    Slightly on the snug side, but they still fit fine. Nice and warm.
  
","Reviewed in the United Kingdom on 12 December 2023","Next page"
"54","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","KMango","







  
  
    Cosy and warm, can wash them on a light setting in your washing machine. Second pair I have bought, as first bought in 2022. They are still good, but rather worn out. Love them!  Thank you very much.
  
","Reviewed in the United Kingdom on 16 February 2024","Previous page"
"55","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","al","







  
  
    My partner loves these slippers. Very comfy and warm. She has a different colour each time. Very good quality.
  
","Reviewed in the United Kingdom on 9 March 2024","Next page"
"56","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","zoe b","







  
  
    I have been pleased with these slippers, nice and warm and so comfortable, i recommend and would buy again.
  
","Reviewed in the United Kingdom on 9 February 2024","Previous page"
"57","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Amazon Customer","







  
  
    I was pleased to find 1/2 sizes and Ordered my standard 4 1/2 with the confidence they would fit perfectly but they are too big and are also a wide fitting which isn’t mentioned at all in the description. The sole isn’t as wide as the fabric of the slipper so that overhangs and sits on the floor, so i imagine will quickly wear. The back is not high enough to reach the part of your heel that holds the thing onto your foot, so it slops off when you walk and i suspect would do so even if they fit well. My existing slippers only have half a sole left, so are slightly more dangerous than these, so I'm keeping these to wear until I can go buy some that fit. I’m also not paying £4 plus to send them back when in my opinion the sizing isn’t accurate, plus, they should have been advertised as wide fitting which would have meant I wouldn’t have entertained them in the first place. In the interest of fairness i can say that the inside memory foam is soft and comfortable and the stitching is a reasonable quality.
  
","Reviewed in the United Kingdom on 9 October 2023","Next page"
"58","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Richard Liversidge","







  
  
    I thought these slippers were a bit expensive, but money well spent! I have arthritis in my feet and most slippers either don’t give enough support or the soles are too stiff which makes my feet ache… these are perfect!  Soft and comfortable, memory foam inside and plenty of arch support, but really warm and cosy too. The purple ones also look great (not at all ‘old people slippers’!), so well worth the money in my view.
  
","Reviewed in the United Kingdom on 7 January 2024","4.5 out of 5 stars"
"59","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","Amazon Customer","







  
  
    Very comfortable, true to size. Like the fact that they can be washed. Don’t make my feet too hot. In general love them!
  
","Reviewed in Canada on 29 February 2024","Previous page"
"60","Slip","        VeraCosy Ladies' Fuzzy Curly Fur Memory Foam Slippers Anti-Slip Lightweight Breathable House Shoes       ","unknown","







  
  
    I live in a 100 year old home in the Midwest and the floors get COLD!  I do not like slippers since I find them cumbersome but our recent cold snap has changed my mind!These slippers are light but very sturdy.  They are easy to slip into and stay securely on my feet.  I have a house with stairs everywhere and I was concerned that the memory foam might be too thick and make slippers difficult to walk in but that is not the case.  The rubber sole is nice and secure on hardwood floors.  I was also concerned that the ""fuzzy"" outside of the slippers would pickup lint and anything that was on the floor and they don't.Another nice thing is that each slipper has a small logo on the outside so you can tell which foot is which!I have not tried washing yet but these slippers seem very well made so I don't anticipate an issue.I will definitely purchase again!
  
","Reviewed in the United States on 21 January 2024","4.2 out of 5 stars"
"61","Slip","        Nordika Men Slippers       ","Amazon Customer","







  
  
    Great quality and good price
  
","Reviewed in the United Kingdom on 12 April 2021","4.6 out of 5 stars"
"62","Slip","        Nordika Men Slippers       ","Chris cullen","







  
  
    a good fit size 47 and exceptional quality as reflected in the price.
  
","Reviewed in the United Kingdom on 24 February 2019","4.6 out of 5 stars"
"63","Slip","        Nordika Men Slippers       ","Craig ","







  
  
    Best slippers EVER. So comfortable and hardwearing. Pricey but worth every penny.
  
","Reviewed in the United Kingdom on 7 April 2017","Previous page"
"64","Slip","        Nordika Men Slippers       ","Feebs J","







  
  
    Very pleased with overall delivery and comfort
  
","Reviewed in the United Kingdom on 17 January 2022","4.5 out of 5 stars"
"65","Slip","        Nordika Men Slippers       ","David Williams","







  
    Sono anni che uso le pantofole Nordika. Sono molto comode e molte volte visto che sono di pelle vado fuori di casa con esse.
  
  
","Reviewed in Italy on 11 December 2022","4.3 out of 5 stars"
"66","Slip","        Nordika Men Slippers       ","Cliente Amazon","







  
    Bonitas, cálidas y comodas, muy comodas. Quizas el precio es un poco elevado pero tienen buena calidad y duran bastantes años. Es el segundo par que compro. Las anteriores se estropearon por lavarlas en la lavadora, se cuartearon, aun asi me duraron muchos años. Desaconsejo pues lavarlas y menos en la lavadora.
  
  
","Reviewed in Spain on 11 January 2017","4.5 out of 5 stars"
"67","Slip","        Nordika Men Slippers       ","Zarrapo","







  
    Se avessi dovuto disegnarla e produrla l'avrei fatta esattamente cosi. Non è sicuramente a buon mercato.
  
  
","Reviewed in Italy on 17 November 2020","5.0 out of 5 stars"
"68","Slip","        Nordika Men Slippers       ","Vinsent","







  
    Decir que son unas zapatillas cálidas y confortables,si bien resultan un poco caras no por ello dejo de recomendarlas.
  
  
","Reviewed in Spain on 9 December 2023","Next page"
"69","Slip","        Nordika Men Slippers       ","Jose Miguel Burrieza Gomez","







  
    tutto
  
  
","Reviewed in Italy on 28 September 2022","4.6 out of 5 stars"
"70","Slip","        Nordika Men Slippers       ","Dino",NA,NA,"5.0 out of 5 stars"
"71","Slip","        Nordika Men Slippers       ","Amazon Customer","







  
  
    Great quality and good price
  
","Reviewed in the United Kingdom on 12 April 2021","4.6 out of 5 stars"
"72","Slip","        Nordika Men Slippers       ","Chris cullen","







  
  
    a good fit size 47 and exceptional quality as reflected in the price.
  
","Reviewed in the United Kingdom on 24 February 2019","4.6 out of 5 stars"
"73","Slip","        Nordika Men Slippers       ","Craig ","







  
  
    Best slippers EVER. So comfortable and hardwearing. Pricey but worth every penny.
  
","Reviewed in the United Kingdom on 7 April 2017","Previous page"
"74","Slip","        Nordika Men Slippers       ","Feebs J","







  
  
    Very pleased with overall delivery and comfort
  
","Reviewed in the United Kingdom on 17 January 2022","4.5 out of 5 stars"
"75","Slip","        Nordika Men Slippers       ","David Williams","







  
    Sono anni che uso le pantofole Nordika. Sono molto comode e molte volte visto che sono di pelle vado fuori di casa con esse.
  
  
","Reviewed in Italy on 11 December 2022","4.3 out of 5 stars"
"76","Slip","        Nordika Men Slippers       ","Cliente Amazon","







  
    Bonitas, cálidas y comodas, muy comodas. Quizas el precio es un poco elevado pero tienen buena calidad y duran bastantes años. Es el segundo par que compro. Las anteriores se estropearon por lavarlas en la lavadora, se cuartearon, aun asi me duraron muchos años. Desaconsejo pues lavarlas y menos en la lavadora.
  
  
","Reviewed in Spain on 11 January 2017","4.5 out of 5 stars"
"77","Slip","        Nordika Men Slippers       ","Zarrapo","







  
    Se avessi dovuto disegnarla e produrla l'avrei fatta esattamente cosi. Non è sicuramente a buon mercato.
  
  
","Reviewed in Italy on 17 November 2020","5.0 out of 5 stars"
"78","Slip","        Nordika Men Slippers       ","Vinsent","







  
    Decir que son unas zapatillas cálidas y confortables,si bien resultan un poco caras no por ello dejo de recomendarlas.
  
  
","Reviewed in Spain on 9 December 2023","Next page"
"79","Slip","        Nordika Men Slippers       ","Jose Miguel Burrieza Gomez","







  
    tutto
  
  
","Reviewed in Italy on 28 September 2022","4.6 out of 5 stars"
"80","Slip","        Nordika Men Slippers       ","Dino",NA,NA,"5.0 out of 5 stars"
"81","Slip","        Nordika Men Slippers       ","Amazon Customer","







  
  
    Great quality and good price
  
","Reviewed in the United Kingdom on 12 April 2021","4.6 out of 5 stars"
"82","Slip","        Nordika Men Slippers       ","Chris cullen","







  
  
    a good fit size 47 and exceptional quality as reflected in the price.
  
","Reviewed in the United Kingdom on 24 February 2019","4.6 out of 5 stars"
"83","Slip","        Nordika Men Slippers       ","Craig ","







  
  
    Best slippers EVER. So comfortable and hardwearing. Pricey but worth every penny.
  
","Reviewed in the United Kingdom on 7 April 2017","Previous page"
"84","Slip","        Nordika Men Slippers       ","Feebs J","







  
  
    Very pleased with overall delivery and comfort
  
","Reviewed in the United Kingdom on 17 January 2022","4.5 out of 5 stars"
"85","Slip","        Nordika Men Slippers       ","David Williams","







  
    Sono anni che uso le pantofole Nordika. Sono molto comode e molte volte visto che sono di pelle vado fuori di casa con esse.
  
  
","Reviewed in Italy on 11 December 2022","4.3 out of 5 stars"
"86","Slip","        Nordika Men Slippers       ","Cliente Amazon","







  
    Bonitas, cálidas y comodas, muy comodas. Quizas el precio es un poco elevado pero tienen buena calidad y duran bastantes años. Es el segundo par que compro. Las anteriores se estropearon por lavarlas en la lavadora, se cuartearon, aun asi me duraron muchos años. Desaconsejo pues lavarlas y menos en la lavadora.
  
  
","Reviewed in Spain on 11 January 2017","4.5 out of 5 stars"
"87","Slip","        Nordika Men Slippers       ","Zarrapo","







  
    Se avessi dovuto disegnarla e produrla l'avrei fatta esattamente cosi. Non è sicuramente a buon mercato.
  
  
","Reviewed in Italy on 17 November 2020","5.0 out of 5 stars"
"88","Slip","        Nordika Men Slippers       ","Vinsent","







  
    Decir que son unas zapatillas cálidas y confortables,si bien resultan un poco caras no por ello dejo de recomendarlas.
  
  
","Reviewed in Spain on 9 December 2023","Next page"
"89","Slip","        Nordika Men Slippers       ","Jose Miguel Burrieza Gomez","







  
    tutto
  
  
","Reviewed in Italy on 28 September 2022","4.6 out of 5 stars"
"90","Slip","        Nordika Men Slippers       ","Dino",NA,NA,"5.0 out of 5 stars"
"91","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Amazon Customer","







  
  
    Very comfy and warm to wear
  
","Reviewed in the United Kingdom on 10 November 2023","4.2 out of 5 stars"
"92","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","ruthy","







  
  
    These are nice warm slippers, made from all natural materials to allow your feet to breathe.The lining is wool- it is not sheep skin which I had expected as the title is ""Nordvek Mens Genuine Suede Sheepskin Wool Lined""- the suede is from a sheep- hence the sheepskin, it is not a sheepskin lining like that in Ugg boots etc.Having set that straight the slippers themselves are good quality, they have no sole, it is a slipper that is in two pieces, the foot glove and the top which is stitched in, so it is all suede and can not be worn outside the house ( no popping out to put something into the bin in these).The fit is true to size and they stay on the foot instead of your foot slipping around in them and the slipper coming off, this means that they are fine to wear going up and down stairs.The suede is nice and soft and these slippers are very comfortable and will no doubt soften even more with wear making them better still.
  
","Reviewed in the United Kingdom on 19 November 2015","4.2 out of 5 stars"
"93","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Rainbow cloud","







  
  
    I normally go for 9 1/2 so ordered size 10. Initially the fit seemed rather narrow but the nature of the material proved pretty stretchy and the fit became comfortable in a very short time. I think that size 11 would be a little loose fitting for me.  Quality of finish seems very good and service from this seller and the prompt delivery of the item can be commended
  
","Reviewed in the United Kingdom on 30 October 2019","Previous page"
"94","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Clinton Gryke","







  
  
    I have been looking for suede slippers without soles for many years, so I am very pleased I have now found a supplier, thank you. I have found them to be well made and very comfortable. I took other reveiws recommendations to buy a size larger and found the slippers to fit snugly.Overall I am very pleased with the slippers with one comment that the labels fitted to the underside were extremely difficult to remove, so maybe labelling should be done differently.
  
","Reviewed in the United Kingdom on 24 June 2018","4.4 out of 5 stars"
"95","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","He Qing","







  
  
    Although happy with this product as to fit and comfort we were very upset to discover that, after one evenings wear only, the navy dye from the slippers leached out strongly into our pale beige carpet. It took considerable treatment to remove this dye and the cleaning treatment( using a well known carpet cleaner) has leached colour out of the carpet and basically ruined a brand new £900 carpet only laid 3 weeks previously. What adds to the distress is that there was no warning on the packaging or invoice that dark colours might bleed out. We shall be contacting the manufacturers about this issue. Additional: Have had very decent feedback from the company 'Maddog retail Ltd'. who have apologised and refunded cost and offered funds towards cleaning the carpet. There was no colour bleed warning, as this problem has not happened before.
  
","Reviewed in the United Kingdom on 27 October 2020","Next page"
"96","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Carol Mayes","







  
  
    These slippers are ideal for me because I needed some with a non rubber sole because my wife and daughter are allergic to rubber. These slippers filled the requirement, fitted perfectly and are comfortable with a fleece lining which keeps the feet warm and snug. They have laces which can be used to adjust the fit slightly although I find they come undone every so often but my previous similar slippers also did this, not a big problem but something to be aware of. All in all I highly recommend these slippers.
  
","Reviewed in the United Kingdom on 23 November 2014","4.2 out of 5 stars"
"97","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","C. R. Mills","







  
  
    many comments about needing a size bigger ,i think thats simply because the furry lining makes them feel like a tight fit, but the pile flattens down down so my advice is buy your normal size!Warm soft and quiet on hard floors- exactly what I wanted !
  
","Reviewed in the United Kingdom on 9 November 2018","5.0 out of 5 stars"
"98","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","anonomous","







  
  
    No further comments
  
","Reviewed in the United Kingdom on 31 July 2023","5.0 out of 5 stars"
"99","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Alan gater","







  
    Morbidi e caldi, materiali ottimi.È stato un regalo molto gradito.
  
  
","Reviewed in Italy on 27 March 2021","4.0 out of 5 stars"
"100","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Roberta","







  
  
    I use these as house slippers and they were bought to replace a pair purchased from a large chain store for $25, but the chain store no longer carries them.  Prices on similar product can run into the hundreds of dollars so $35 is a good price.  I bought size 12 UK (13 US) and that is what I received.  They fit very tight initially, as expected, but loosened up within a couple days and are now perfect, which is what any leather moccasin or slipper will do.  The lining is fine and has held up well so far.
  
","Reviewed in Canada on 13 September 2019","5.0 out of 5 stars"
"101","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Amazon Customer","







  
  
    Very comfy and warm to wear
  
","Reviewed in the United Kingdom on 10 November 2023","4.2 out of 5 stars"
"102","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","ruthy","







  
  
    These are nice warm slippers, made from all natural materials to allow your feet to breathe.The lining is wool- it is not sheep skin which I had expected as the title is ""Nordvek Mens Genuine Suede Sheepskin Wool Lined""- the suede is from a sheep- hence the sheepskin, it is not a sheepskin lining like that in Ugg boots etc.Having set that straight the slippers themselves are good quality, they have no sole, it is a slipper that is in two pieces, the foot glove and the top which is stitched in, so it is all suede and can not be worn outside the house ( no popping out to put something into the bin in these).The fit is true to size and they stay on the foot instead of your foot slipping around in them and the slipper coming off, this means that they are fine to wear going up and down stairs.The suede is nice and soft and these slippers are very comfortable and will no doubt soften even more with wear making them better still.
  
","Reviewed in the United Kingdom on 19 November 2015","4.2 out of 5 stars"
"103","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Rainbow cloud","







  
  
    I normally go for 9 1/2 so ordered size 10. Initially the fit seemed rather narrow but the nature of the material proved pretty stretchy and the fit became comfortable in a very short time. I think that size 11 would be a little loose fitting for me.  Quality of finish seems very good and service from this seller and the prompt delivery of the item can be commended
  
","Reviewed in the United Kingdom on 30 October 2019","Previous page"
"104","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Clinton Gryke","







  
  
    I have been looking for suede slippers without soles for many years, so I am very pleased I have now found a supplier, thank you. I have found them to be well made and very comfortable. I took other reveiws recommendations to buy a size larger and found the slippers to fit snugly.Overall I am very pleased with the slippers with one comment that the labels fitted to the underside were extremely difficult to remove, so maybe labelling should be done differently.
  
","Reviewed in the United Kingdom on 24 June 2018","4.4 out of 5 stars"
"105","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","He Qing","







  
  
    Although happy with this product as to fit and comfort we were very upset to discover that, after one evenings wear only, the navy dye from the slippers leached out strongly into our pale beige carpet. It took considerable treatment to remove this dye and the cleaning treatment( using a well known carpet cleaner) has leached colour out of the carpet and basically ruined a brand new £900 carpet only laid 3 weeks previously. What adds to the distress is that there was no warning on the packaging or invoice that dark colours might bleed out. We shall be contacting the manufacturers about this issue. Additional: Have had very decent feedback from the company 'Maddog retail Ltd'. who have apologised and refunded cost and offered funds towards cleaning the carpet. There was no colour bleed warning, as this problem has not happened before.
  
","Reviewed in the United Kingdom on 27 October 2020","Next page"
"106","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Carol Mayes","







  
  
    These slippers are ideal for me because I needed some with a non rubber sole because my wife and daughter are allergic to rubber. These slippers filled the requirement, fitted perfectly and are comfortable with a fleece lining which keeps the feet warm and snug. They have laces which can be used to adjust the fit slightly although I find they come undone every so often but my previous similar slippers also did this, not a big problem but something to be aware of. All in all I highly recommend these slippers.
  
","Reviewed in the United Kingdom on 23 November 2014","4.2 out of 5 stars"
"107","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","C. R. Mills","







  
  
    many comments about needing a size bigger ,i think thats simply because the furry lining makes them feel like a tight fit, but the pile flattens down down so my advice is buy your normal size!Warm soft and quiet on hard floors- exactly what I wanted !
  
","Reviewed in the United Kingdom on 9 November 2018","5.0 out of 5 stars"
"108","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","anonomous","







  
  
    No further comments
  
","Reviewed in the United Kingdom on 31 July 2023","5.0 out of 5 stars"
"109","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Alan gater","







  
    Morbidi e caldi, materiali ottimi.È stato un regalo molto gradito.
  
  
","Reviewed in Italy on 27 March 2021","4.0 out of 5 stars"
"110","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Roberta","







  
  
    I use these as house slippers and they were bought to replace a pair purchased from a large chain store for $25, but the chain store no longer carries them.  Prices on similar product can run into the hundreds of dollars so $35 is a good price.  I bought size 12 UK (13 US) and that is what I received.  They fit very tight initially, as expected, but loosened up within a couple days and are now perfect, which is what any leather moccasin or slipper will do.  The lining is fine and has held up well so far.
  
","Reviewed in Canada on 13 September 2019","5.0 out of 5 stars"
"111","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Amazon Customer","







  
  
    Very comfy and warm to wear
  
","Reviewed in the United Kingdom on 10 November 2023","4.2 out of 5 stars"
"112","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","ruthy","







  
  
    These are nice warm slippers, made from all natural materials to allow your feet to breathe.The lining is wool- it is not sheep skin which I had expected as the title is ""Nordvek Mens Genuine Suede Sheepskin Wool Lined""- the suede is from a sheep- hence the sheepskin, it is not a sheepskin lining like that in Ugg boots etc.Having set that straight the slippers themselves are good quality, they have no sole, it is a slipper that is in two pieces, the foot glove and the top which is stitched in, so it is all suede and can not be worn outside the house ( no popping out to put something into the bin in these).The fit is true to size and they stay on the foot instead of your foot slipping around in them and the slipper coming off, this means that they are fine to wear going up and down stairs.The suede is nice and soft and these slippers are very comfortable and will no doubt soften even more with wear making them better still.
  
","Reviewed in the United Kingdom on 19 November 2015","4.2 out of 5 stars"
"113","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Rainbow cloud","







  
  
    I normally go for 9 1/2 so ordered size 10. Initially the fit seemed rather narrow but the nature of the material proved pretty stretchy and the fit became comfortable in a very short time. I think that size 11 would be a little loose fitting for me.  Quality of finish seems very good and service from this seller and the prompt delivery of the item can be commended
  
","Reviewed in the United Kingdom on 30 October 2019","Previous page"
"114","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Clinton Gryke","







  
  
    I have been looking for suede slippers without soles for many years, so I am very pleased I have now found a supplier, thank you. I have found them to be well made and very comfortable. I took other reveiws recommendations to buy a size larger and found the slippers to fit snugly.Overall I am very pleased with the slippers with one comment that the labels fitted to the underside were extremely difficult to remove, so maybe labelling should be done differently.
  
","Reviewed in the United Kingdom on 24 June 2018","4.4 out of 5 stars"
"115","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","He Qing","







  
  
    Although happy with this product as to fit and comfort we were very upset to discover that, after one evenings wear only, the navy dye from the slippers leached out strongly into our pale beige carpet. It took considerable treatment to remove this dye and the cleaning treatment( using a well known carpet cleaner) has leached colour out of the carpet and basically ruined a brand new £900 carpet only laid 3 weeks previously. What adds to the distress is that there was no warning on the packaging or invoice that dark colours might bleed out. We shall be contacting the manufacturers about this issue. Additional: Have had very decent feedback from the company 'Maddog retail Ltd'. who have apologised and refunded cost and offered funds towards cleaning the carpet. There was no colour bleed warning, as this problem has not happened before.
  
","Reviewed in the United Kingdom on 27 October 2020","Next page"
"116","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Carol Mayes","







  
  
    These slippers are ideal for me because I needed some with a non rubber sole because my wife and daughter are allergic to rubber. These slippers filled the requirement, fitted perfectly and are comfortable with a fleece lining which keeps the feet warm and snug. They have laces which can be used to adjust the fit slightly although I find they come undone every so often but my previous similar slippers also did this, not a big problem but something to be aware of. All in all I highly recommend these slippers.
  
","Reviewed in the United Kingdom on 23 November 2014","4.2 out of 5 stars"
"117","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","C. R. Mills","







  
  
    many comments about needing a size bigger ,i think thats simply because the furry lining makes them feel like a tight fit, but the pile flattens down down so my advice is buy your normal size!Warm soft and quiet on hard floors- exactly what I wanted !
  
","Reviewed in the United Kingdom on 9 November 2018","5.0 out of 5 stars"
"118","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","anonomous","







  
  
    No further comments
  
","Reviewed in the United Kingdom on 31 July 2023","5.0 out of 5 stars"
"119","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Alan gater","







  
    Morbidi e caldi, materiali ottimi.È stato un regalo molto gradito.
  
  
","Reviewed in Italy on 27 March 2021","4.0 out of 5 stars"
"120","Slip","        Nordvek Mens Sheepskin Moccasin - Soft Suede Sole - Wool Lined Slippers # 423-100       ","Roberta","







  
  
    I use these as house slippers and they were bought to replace a pair purchased from a large chain store for $25, but the chain store no longer carries them.  Prices on similar product can run into the hundreds of dollars so $35 is a good price.  I bought size 12 UK (13 US) and that is what I received.  They fit very tight initially, as expected, but loosened up within a couple days and are now perfect, which is what any leather moccasin or slipper will do.  The lining is fine and has held up well so far.
  
","Reviewed in Canada on 13 September 2019","5.0 out of 5 stars"
"121","Slip","        Jack Wills Womens Mule Slippers       ","Jack Will Christmas Campaign","







  
  
    Brought these for the Wife and she's always got them on, as someone who gets cold feed she likes these as they keep her feet warm.they have lasted a long time too something that I have noticed recently other slippers haven't been able to do. the slip on design are good too as they don't easily come off again something that other slip on slippers have done in the past.Over all a good slipper, warm and comfy when wearing them.
  
","Reviewed in the United Kingdom on 5 March 2024","4.3 out of 5 stars"
"122","Slip","        Jack Wills Womens Mule Slippers       ","Amazon Customer","







  
  
    Bought as present for granddaughter who absolutely loves them. Would buy again especially as they are not too heavy
  
","Reviewed in the United Kingdom on 8 February 2024","Previous page"
"123","Slip","        Jack Wills Womens Mule Slippers       ","Connor ","







  
  
    Bought as a present for my daughter she is delighted with them . Good sole to keep her feet warm on wooden floors
  
","Reviewed in the United Kingdom on 17 December 2023","Next page"
